word,phonetic,translation,example,example_translation,level,difficulty,topic,subtopic,exam_tags,part_of_speech
location,/ɫoʊˈkeɪʃən/,地點,Could you please confirm the location of the upcoming sales conference?,您能請確認即將舉行的銷售會議的地點嗎？,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n.
locations,/ɫoʊˈkeɪʃənz/,地點,"Our company has several locations throughout the city, allowing us to serve a wider customer base.",我們公司在城市裡有多個地點，讓我們能夠服務更廣泛的客戶群。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n.
lock,/ˈɫɑk/,鎖定,Please lock the office door when you leave for the day.,請在下班時鎖好辦公室的門。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n./v.
login,/ˈɫɔˌɡɪn/,登入,Please login to the company portal using your employee ID and password.,請使用您的員工編號和密碼登入公司入口網站。,Beginner,1,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",v.
logo,/ˈɫoʊɡoʊ/,商標，標誌,The company redesigned its logo to appeal to a younger demographic.,該公司重新設計了其商標，以吸引更年輕的消費族群。,Beginner,1,Marketing,Sales,"TOEIC,Reading,Part5,Part7",n.
long,/ˈɫɔŋ/,形容詞：長的，長期的，長久的，遠的,"The journey was long and tiring, but the scenery was beautiful.",這趟旅程漫長又累人，但風景很美。,Beginner,1,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",adj./adv.
look,/ˈɫʊk/,看,Please look at the report carefully before the meeting.,請在會議前仔細閱讀這份報告。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",v./n.
looks,/ˈɫʊks/,外觀,The company's financial reports look promising for the upcoming quarter.,根據公司目前的財務報告，下個季度的業績看起來很有希望。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",v./n.
lose,/ˈɫuz/,失去,The company lost a significant contract due to poor communication.,由於溝通不良，公司失去了一項重要的合約。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",v.
loss,/ˈɫɔs/,損失,The company reported a significant loss due to the economic downturn.,由於經濟衰退，公司報告了顯著的損失。,Beginner,1,Finance,Accounting,"TOEIC,Reading,Part5,Part7",n./v.
lost,/ˈɫɔst/,迷失,I'm lost; could you please direct me to the nearest exit?,我迷路了；您能請您指示我到最近的出口嗎？,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",adj./v.
lot,"/ˈɫɑt/, /ˈɫɔt/",大量,We received a lot of positive feedback on the new product launch.,我們在新產品發布後收到了許多正面的回饋。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n./adv.
lots,/ˈɫɑts/,大量的,We received lots of positive feedback on the new marketing campaign.,我們收到許多對新行銷活動的正面回饋。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",adv./n.
loud,/ˈɫaʊd/,聲音大聲的,Please lower the volume; the music is too loud for a conference call.,請降低音量；音樂對視訊會議來說太大了。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",adj./adv.
love,/ˈɫəv/,深切的喜愛，關懷或熱情，在商務情境中可指對產品，服務或工作的熱忱。,The company's passion for innovation drives its success in the competitive market.,公司對創新的熱忱是其在競爭激烈的市場中取得成功的關鍵。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",n./v.
loved,/ˈɫəvd/,深愛,The company is loved by its customers for its exceptional service and innovative products.,這家公司因其卓越的服務和創新產品而深受客戶喜愛。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",v.
low,/ˈɫoʊ/,低的,The company reported low sales figures for the quarter.,公司公布本季度銷售額偏低。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",adj./adv.
luck,/ˈɫək/,幸運,We were lucky to secure this contract with a major international client.,我們很幸運地與一家主要的國際客戶簽訂了這份合約。,Beginner,1,Corporate,Operations,"TOEIC,Reading,Part5,Part7",n.
lucky,/ˈɫəki/,幸運的,"We got lucky with the last-minute deal, securing a significant discount.",我們幸運地在最後一刻談成了交易，獲得了可觀的折扣。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",adj.
luggage,"/ˈɫəɡədʒ/, /ˈɫəɡɪdʒ/",行李,Please ensure your luggage is properly tagged before checking in.,請在辦理登機手續前，確保您的行李已正確標籤。,Beginner,1,Travel,Transit,"TOEIC,Reading,Part5,Part7",n.
lunch,/ˈɫəntʃ/,午餐,The meeting will be adjourned for lunch at 12:30 PM.,會議將於下午 12:30 暫停午餐。,Beginner,1,Travel,Dining,"TOEIC,Reading,Part5,Part7",n.
lunches,/ˈɫəntʃɪz/,午餐,The company provides employees with subsidized lunches in the cafeteria.,公司在餐廳為員工提供補貼午餐。,Beginner,1,Travel,Dining,"TOEIC,Reading,Part5,Part7",n.
lunchtime,/ˈɫəntʃˌtaɪm/,午餐時間,Let's schedule a meeting after lunchtime.,我們可以在午餐時間過後安排會議。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n.
machine,/məˈʃin/,機器,The factory invested in new machines to increase production efficiency.,該工廠投資了新機器以提高生產效率。,Beginner,1,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",n.
machines,/məˈʃinz/,機器設備,The company invested heavily in new machinery to automate the production process.,公司大量投資新機器設備以自動化生產流程。,Beginner,1,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",n.
madam,/ˈmædəm/,女士,"Excuse me, madam, could you please direct me to the nearest restroom?",不好意思，女士，請問您能指示我最近的洗手間嗎？,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",n.
magazine,/ˈmæɡəˌzin/,雜誌，期刊,The marketing team is planning an advertisement campaign in several leading business magazines.,行銷團隊正在計劃在幾本領先的商業雜誌上刊登廣告。,Beginner,1,Marketing,Sales,"TOEIC,Reading,Part5,Part7",n.
mail,/ˈmeɪɫ/,郵件,Please mail the contract to the legal department by Friday.,請在週五前將合約郵寄至法律部門。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n./v.
mailed,/ˈmeɪɫd/,已寄出,The invoices were mailed to all clients last week.,發票上週已寄出給所有客戶。,Beginner,1,Corporate,Logistics,"TOEIC,Reading,Part5,Part7",v.
mails,/ˈmeɪɫz/,郵件,The marketing team needs to send out promotional mails to potential clients.,行銷團隊需要向潛在客戶發送促銷郵件。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n.
main,/ˈmeɪn/,主要,The main objective of this project is to increase sales by 15%.,這個專案的主要目標是將銷售額提高 15%。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n./adj.
major,/ˈmeɪdʒɝ/,主修，主要科目,She decided to major in marketing to improve her career prospects.,為了提升她的職業發展前景，她決定主修行銷。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n./adj.
make,/ˈmeɪk/,製造，製作，產生，造成,The company needs to make a significant investment in new technology to stay competitive.,為了保持競爭力，公司需要對新技術進行重大投資。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",v.
makes,/ˈmeɪks/,製造,This new software makes data analysis much faster and more efficient.,這個新軟體使數據分析變得更快、更有效率。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",v.
male,/ˈmeɪɫ/,男性,The company aims to increase the number of male employees in leadership positions.,公司旨在提高領導職位中男員工的數量。,Beginner,1,HumanResources,Recruitment,"TOEIC,Reading,Part5,Part7",adj./n.
mall,/ˈmɔɫ/,大型購物中心，集合多家零售店，餐飲與娛樂設施的商業建築，常用於顧客購物或企業舉辦促銷活動。,The company plans to open a new store in the downtown mall to increase brand visibility.,公司計畫在市中心的購物中心開設新店，以提升品牌能見度。,Beginner,1,Marketing,Sales,"TOEIC,Reading,Part5,Part7",n.
man,/ˈmæn/,男人; 人類; 人; 員工; 配備人員; 操控; 堅守崗位,The man in the blue suit is our new manager.,穿藍色西裝的那個男人是我們的新經理。,Beginner,1,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",n./v.
managed,"/ˈmænədʒd/, /ˈmænɪdʒd/",成功地處理，控制或完成，通常需要努力或技巧。,The project manager successfully managed the team to meet the deadline.,專案經理成功地帶領團隊按時完成專案。,Beginner,1,Corporate,Operations,"TOEIC,Reading,Part5,Part7",v.
management,"/ˈmænədʒmənt/, /ˈmænɪdʒmənt/",管理,Effective management is crucial for a company's success.,有效的管理對於公司的成功至關重要。,Beginner,1,HumanResources,Recruitment,"TOEIC,Reading,Part5,Part7",n./v.
manager,"/ˈmænədʒɝ/, /ˈmænɪdʒɝ/",主管,The manager is responsible for overseeing the team's performance and ensuring deadlines are met.,經理負責監督團隊的績效，並確保期限能達成。,Beginner,1,HumanResources,Recruitment,"TOEIC,Reading,Part5,Part7",n.
managers,"/ˈmænədʒɝz/, /ˈmænɪdʒɝz/",管理者,The managers are responsible for ensuring the project stays within budget and meets deadlines.,經理們負責確保專案在預算內並按時完成。,Beginner,1,HumanResources,Recruitment,"TOEIC,Reading,Part5,Part7",n.
managing,/ˈmænədʒɪŋ/,管理,The project manager is responsible for managing the team and ensuring deadlines are met.,專案經理負責管理團隊並確保達成期限。,Beginner,1,Corporate,Operations,"TOEIC,Reading,Part5,Part7",v./adj.
manual,/ˈmænjuəɫ/,手動操作的,The machine requires manual operation due to a software malfunction.,由於軟體故障，這台機器需要手動操作。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",adj./n.
manufacturer,/ˌmænjəˈfæktʃɝɝ/,製造商,The company is seeking a reliable manufacturer to produce its new line of electronics.,該公司正在尋找一家可靠的製造商來生產其新的電子產品線。,Beginner,1,Corporate,Logistics,"TOEIC,Reading,Part5,Part7",n.
manufacturers,/ˌmænjəˈfæktʃɝɝz/,製造商,The company is seeking new manufacturers to reduce production costs.,該公司正在尋找新的製造商以降低生產成本。,Beginner,1,Corporate,Logistics,"TOEIC,Reading,Part5,Part7",n.
manufacturing,/ˌmænjəˈfæktʃɝɪŋ/,製造業,The company is investing heavily in automation to improve its manufacturing efficiency.,該公司正在大力投資自動化，以提高其生產效率。,Beginner,1,Corporate,Operations,"TOEIC,Reading,Part5,Part7",n.
many,/ˈmɛni/,許多,Many employees prefer to work remotely at least a few days a week.,許多員工更喜歡每週至少有幾天遠端工作。,Beginner,1,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",determiner/pronoun
map,/ˈmæp/,地圖,The delivery driver used a GPS map to navigate through the city.,這位送貨員使用 GPS 地圖在城市中導航。,Beginner,1,Travel,Transit,"TOEIC,Reading,Part5,Part7",n./v.
march,/ˈmɑɹtʃ/,行進,The company will march forward with new strategies to boost sales.,公司將以新的策略向前邁進以提高銷售額。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n./v.
mark,/ˈmɑɹk/,標記,The manager needs to mark the documents as 'Urgent' for immediate attention.,經理需要將文件標記為「緊急」以便立即處理。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n./v.
marketing,/ˈmɑɹkətɪŋ/,行銷：指企業透過各種活動，將產品或服務推向目標客戶群，以促進銷售和建立品牌形象的策略與活動。,Our marketing team is developing a new campaign to increase brand awareness.,我們的行銷團隊正在開發一個新的活動，以提高品牌知名度。,Beginner,1,Marketing,Sales,"TOEIC,Reading,Part5,Part7",n./v.
markets,"/ˈmɑɹkəts/, /ˈmɑɹkɪts/",市場,Our company is expanding into new markets in Asia.,我們公司正在拓展亞洲的新市場。,Beginner,1,Marketing,Sales,"TOEIC,Reading,Part5,Part7",n.
match,/ˈmætʃ/,配對,The HR department is looking for a candidate who matches the job description perfectly.,人力資源部門正在尋找一位完全符合職位描述的候選人。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n./v.
material,/məˈtɪɹiəɫ/,材料,The supplier assured us that the raw materials used in our products meet international quality standards.,供應商向我們保證，我們產品中使用的原材料符合國際品質標準。,Beginner,1,Corporate,Logistics,"TOEIC,Reading,Part5,Part7",n.
materials,/məˈtɪɹiəɫz/,原料，材料,The purchasing department is responsible for sourcing high-quality raw materials.,採購部門負責採購高品質的原材料。,Beginner,1,Corporate,Logistics,"TOEIC,Reading,Part5,Part7",n.
math,/ˈmæθ/,數學,The finance department requires strong math skills for budgeting and forecasting.,財務部門在預算編制和預測方面需要紮实的數學能力。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n.
matter,/ˈmætɝ/,問題，議題，重要性,Let's discuss the matter of the delayed shipment with the logistics team.,讓我們與物流團隊討論關於延遲交貨的問題。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n./v.
maximum,/ˈmæksəməm/,最大值,"The project budget has a maximum of $10,000.","這個專案的預算上限為 10,000 美元。",Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n./adj.
may,/ˈmeɪ/,可能,"It may rain later, so you should take an umbrella.",晚點可能會下雨，所以你應該帶把傘。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",modal verb
maybe,/ˈmeɪbi/,或許,"We might be able to ship the order tomorrow, maybe the day after.",我們或許明天可以出貨，可能隔天。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",adv.
meal,/ˈmiɫ/,膳食,The company provides employees with a complimentary lunch meal.,公司為員工提供免費午餐。,Beginner,1,Travel,Dining,"TOEIC,Reading,Part5,Part7",n.
meals,/ˈmiɫz/,膳食,The company provides employees with complimentary meals in the cafeteria.,公司在餐廳為員工提供免費餐點。,Beginner,1,Travel,Dining,"TOEIC,Reading,Part5,Part7",n.
mean,/ˈmin/,意圖,What does this figure mean in terms of our quarterly profits?,這個數字就我們的季度利潤而言，意味著什麼？,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n./v.
meaning,/ˈminɪŋ/,意義,The meaning of this contract clause is open to interpretation.,這條合約條款的意義存在爭議。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n.
means,/ˈminz/,意指,This figure means a significant increase in profits for the company.,這個數字表示公司利潤大幅增加。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n./v.
meant,/ˈmɛnt/,意圖,The company's policy meant that overtime work was mandatory during the peak season.,公司的政策意味著在銷售旺季期間，加班是強制性的。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",v.
